label_raw,text,label_ocean,key
Intellect,Are not interested in theoretical discussions,O,-1
Adventurousness,Are open to change,O,1
Assertiveness,Are quick to correct others,E,1
Self-efficacy,Are quick to understand things,C,1
Adventurousness,Are the last to laugh at a joke,O,-1
Adventurousness,Areuse your friends,O,1
Self-discipline,Avoid responsibilities,C,-1
Liberalism,Believe in the importance of art,O,1
Liberalism,Believe laws should be strictly enforced,O,-1
Adventurousness,Believe that you are important,O,1
Liberalism,Believe that too much tax money goes to support artists,O,-1
Liberalism,Believe that we coddle criminals too much,O,-1
Liberalism,Believe that we should be tough on crime,O,-1
Self-efficacy,Can handle complex problems,C,1
Assertiveness,Challenge others' points of view,E,1
Assertiveness,Demand explanations from others,E,1
Self-discipline,Disregard rules,C,-1
Self-discipline,Do improper things,C,-1
Self-efficacy,Do not have a good imagination,C,-1
Liberalism,Do not like art,O,-1
Dutifulness,Do things according to a plan,C,1
Dutifulness,Do things by the book,C,1
Intellect,Enjoy contemplation,O,1
Intellect,Enjoy thought-provoking movies,O,1
Self-discipline,Find it difficult to get down to work,C,-1
Intellect,Find political discussions interesting,O,1
Self-efficacy,Formulate ideas clearly,C,1
Self-discipline,Get chores done right away,C,1
Self-discipline,Get to work at once,C,1
Self-discipline,Go straight for the goal,C,1
Adventurousness,Hate surprises,O,-1
Assertiveness,Hate to seem pushy,E,-1
Adventurousness,Have a lot of fun,O,1
Self-efficacy,Have excellent ideas,C,1
Assertiveness,Impose your will on others,E,1
Assertiveness,Lay down the law to others,E,1
Self-efficacy,Let yourself be directed by others,C,-1
Adventurousness,Let yourself go,O,1
Self-efficacy,Let others determine your choices,C,-1
Self-discipline,Like to organize things,C,1
Liberalism,Like to stand during the national anthem,O,-1
Dutifulness,Make plans and stick to them,C,1
Self-efficacy,Never challenge things,C,-1
Dutifulness,Overuse your credit,C,-1
Intellect,Prefer to stick with things that you know,O,-1
Assertiveness,Put people under pressure,E,1
Adventurousness,Seldom joke around,O,-1
Dutifulness,Spend more money than you have,C,-1
Liberalism,Tend to vote for conservative political candidates,O,-1
Liberalism,Tend to vote for liberal political candidates,O,1
Self-efficacy,Think quickly,C,1
Adventurousness,Try out new things,O,1
Assertiveness,Try to outdo others,E,1
Assertiveness,Try to surpass others' accomplishments,E,1
Self-efficacy,Undertake few things on your own,C,-1
Assertiveness,Want to control the conversation,E,1
Self-discipline,Waste your time,C,-1
Dutifulness,Would never cheat on your taxes,C,1
Modesty/Humility,Are just an ordinary person,A,1
Modesty/Humility,Are likely to show off if you get the chance,A,-1
Modesty/Humility,Are more capable than most others,A,-1
Anxiety,Are not easily disturbed by events,N,-1
Modesty/Humility,Believe that you are better than others,A,-1
Modesty/Humility,Boast about your virtues,A,-1
Modesty/Humility,Consider yourself an average person,A,1
Modesty/Humility,Don't think that you are better than other people,A,1
Anxiety,Get upset by unpleasant thoughts that come into your mind,N,1
Modesty/Humility,Like to attract attention,A,-1
Anxiety,Remain calm under pressure,N,-1
Modesty/Humility,See yourself as an average person,A,1
Modesty/Humility,Would like to have more power than other people,A,-1
Cooperation,Act wild and crazy,A,-1
Friendliness,Are interested in people,E,1
Friendliness,Are not really interested in others,E,-1
Cooperation,Break rules,A,-1
Friendliness,Cheer people up,E,1
Gregariousness,Dislike being the center of attention,E,-1
Dutifulness,Do crazy things,C,-1
Dutifulness,Do things that others find strange,C,-1
Dutifulness,Do unexpected things,C,-1
Gregariousness,Don't mind being the center of attention,E,1
Dutifulness,Enjoy being reckless,C,-1
Cooperation,Enjoy wild flights of fantasy,A,-1
Friendliness,Feel at ease with people,E,1
Cooperation,Feel that people have a hard time understanding me,A,-1
Gregariousness,Have little to say,E,-1
Gregariousness,Know how to captivate people,E,1
Cooperation,Look for hidden meanings in things,A,-1
Cooperation,Oppose authority,A,-1
Cooperation,Rarely overindulge,A,1
Cooperation,Resist authority,A,-1
Cooperation,Suspect hidden motives in others,A,-1
Cooperation,Swim against the current,A,-1
Friendliness,Want to be left alone,E,-1
Gregariousness,Would describe your experiences as somewhat dull,E,-1
Achievement-striving,Accept challenging tasks,C,1
Self-discipline,Are always prepared,C,1
Orderliness,Are easily talked into doing silly things,C,-1
Achievement-striving,Are good at many things,C,1
Achievement-striving,Are not highly motivated to succeed,C,-1
Gregariousness,Avoid crowds,E,-1
Trust,Believe in human goodness,A,1
Trust,Believe that people are essentially evil,A,-1
Trust,Distrust people,A,-1
Orderliness,Do unexpected things,C,-1
Self-discipline,Do unpleasant tasks immediately,C,1
Gregariousness,Don't like to get dressed up,E,-1
Introspection/Private Self-Consciousness,Enjoy examining yourself and your life,N,1
Orderliness,Enjoy wild flights of fantasy,C,-1
Dutifulness,Feel that people have a hard time understanding me,C,-1
Achievement-striving,Feel up to any task,C,1
Dutifulness,Have days when you are mad at the world,C,-1
Orderliness,Like variety,C,-1
Introspection/Private Self-Consciousness,Look for hidden meanings in things,N,1
Gregariousness,Love surprise parties,E,1
Dutifulness,Love to come up with objections,C,-1
Self-discipline,Put off unpleasant tasks,C,-1
Intellect,Read quickly,O,1
Intellect,Read slowly,O,-1
Dutifulness,Seek danger,C,-1
Trust,Suspect hidden motives in others,A,-1
Trust,Trust others,A,1
Trust,Trust what people say,A,1
Orderliness,Try to do too difficult things,C,-1
Introspection/Private Self-Consciousness,Try to understand yourself,N,1
Achievement-striving,Undertake few things on your own,C,-1
Gregariousness,Feel comfortable around people,E,1
Gregariousness,Love large parties,E,1
Gregariousness,Start conversations,E,1
Gregariousness,Talk to a lot of different people at parties,E,1
Activity-Level,Accomplish a lot of work,E,1
Activity-Level,Are always busy,E,1
Activity-Level,Are always on the go,E,1
Activity-Level,Are easily discouraged,E,-1
Anxiety,Are not easily frustrated,N,-1
Anxiety,Are relaxed most of the time,N,-1
Activity-Level,Can manage many things at the same time,E,1
Activity-Level,Do a lot in your spare time,E,1
Activity-Level,Do too little work,E,-1
Anxiety,Get upset easily,N,1
Activity-Level,Hang around doing nothing,E,-1
Activity-Level,Have a slow pace to your life,E,-1
Anxiety,Have frequent mood swings,N,1
Activity-Level,Need a push to get started,E,-1
Anxiety,Often feel blue,N,1
Anxiety,Rarely get irritated,N,-1
Assertiveness,Are good at making impromptu speeches,E,1
Neuroticism,Are not easily bothered by things,N,-1
Neuroticism,Are relaxed most of the time,N,-1
Friendliness,Avoid company,E,-1
Achievement-striving,Continue until everything is perfect,C,1
Achievement-striving,Do too little work,C,-1
Assertiveness,Don't like to draw attention to yourself,E,-1
Neuroticism,Don't worry about things that have already happened,N,-1
Friendliness,Enjoy being part of a group,E,1
Assertiveness,Find it difficult to manipulate others,E,-1
Neuroticism,Get stressed out easily,N,1
Assertiveness,Have a natural talent for influencing people,E,1
Achievement-striving,Have a slow pace to your life,C,-1
Neuroticism,Have frequent mood swings,N,1
Assertiveness,Have little to say,E,-1
Assertiveness,Keep in the background,E,-1
Friendliness,Love to chat,E,1
Imagination,Love to reflect on things,O,1
Neuroticism,Panic easily,N,1
Imagination,Rarely look for a deeper meaning in things,O,-1
Imagination,See beauty in things that others might not notice,O,1
Achievement-striving,Work hard,C,1
Achievement-striving,Work too much,C,1
Excitement-seeking,Act wild and crazy,E,1
Cautiousness,Act without thinking,C,-1
Anxiety,Adapt easily to new situations,N,-1
Immoderation,Are able to control your cravings,N,-1
Vulnerability,Are calm even in tense situations,N,-1
Altruism,Are concerned about others,A,1
Cooperation,Are easy to satisfy,A,1
Altruism,Are indifferent to the feelings of others,A,-1
Emotionality,Are not easily affected by your emotions,O,-1
Cheerfulness,Are not easily amused,E,-1
Sympathy,Are not interested in other people's problems,A,-1
Depression,Are often down in the dumps,N,1
Anger,Are often in a bad mood,N,1
Emotionality,Are passionate about causes,O,1
Self-efficacy,Are sure of your ground,C,1
Depression,Are very pleased with yourself,N,-1
Trust,Are wary of others,A,-1
Cheerfulness,Areuse your friends,E,1
Altruism,Anticipate the needs of others,A,1
Cautiousness,Avoid mistakes,C,1
Vulnerability,Become overwhelmed by events,N,1
Sympathy,Believe in an eye for an eye,A,-1
Liberalism,Believe in one true religion,O,-1
Liberalism,Believe that criminals should receive help rather than punishment,O,1
Trust,Believe that others have good intentions,A,1
Trust,Believe that people are basically moral,A,1
Trust,Believe that people are essentially evil,A,-1
Liberalism,Believe that there is no absolute right or wrong,O,1
Dutifulness,Break your promises,C,-1
Vulnerability,Can handle complex problems,N,-1
Vulnerability,Can't make up your mind,N,1
Cooperation,Can't stand confrontations,A,1
Sympathy,Can't stand weak people,A,-1
Self-discipline,Carry out your plans,C,1
Morality,Cheat to get ahead,A,-1
Cautiousness,Choose your words with care,C,1
Self-efficacy,Come up with good solutions,C,1
Self-efficacy,Complete tasks successfully,C,1
Cooperation,Contradict others,A,-1
Achievement-striving,Demand quality,C,1
Modesty/Humility,Dislike being the center of attention,A,1
Excitement-seeking,Dislike loud music,E,-1
Adventurousness,Dislike new foods,O,-1
Modesty/Humility,Dislike talking about yourself,A,1
Imagination,Do not have a good imagination,O,-1
Orderliness,Do things according to a plan,C,1
Immoderation,Do things you later regret,N,1
Immoderation,Don't know why you do some of the things you do,N,1
Adventurousness,Don't like the idea of change,O,-1
Self-efficacy,Don't see the consequences of things,C,-1
Emotionality,Don't understand people who get emotional,O,-1
Self-efficacy,Don't understand things,C,-1
Immoderation,Easily resist temptations,N,-1
Gregariousness,Enjoy being part of a group,E,1
Excitement-seeking,Enjoy being part of a loud crowd,E,1
Excitement-seeking,Enjoy being reckless,E,1
Emotionality,Enjoy examining yourself and your life,O,1
Self-efficacy,Excel in what you do,C,1
Emotionality,Experience your emotions intensely,O,1
Emotionality,Experience very few emotional highs and lows,O,-1
Cheerfulness,Express childlike joy,E,1
Anxiety,Fear for the worst,N,1
Depression,Feel comfortable with yourself,N,-1
Depression,Feel desperate,N,1
Emotionality,Feel others' emotions,O,1
Vulnerability,Feel that you are unable to deal with things,N,1
Depression,Feel that your life lacks direction,N,1
Cooperation,Get back at others,A,-1
Anxiety,Get caught up in your problems,N,1
Dutifulness,Get others to do your duties,C,-1
Vulnerability,Get overwhelmed by emotions,N,1
Immoderation,Go on binges,N,1
Achievement-striving,Go straight for the goal,C,1
Self-efficacy,Handle tasks smoothly,C,1
Cooperation,Hate to seem pushy,A,1
Altruism,Have a good word for everyone,A,1
Modesty/Humility,Have a high opinion of yourself,A,-1
Cheerfulness,Have a lot of fun,E,1
Depression,Have a low opinion of yourself,N,1
Cooperation,Have a sharp tongue,A,-1
Imagination,Have difficulty imagining things,O,-1
Self-discipline,Have difficulty starting tasks,C,-1
Depression,Have frequent mood swings,N,1
Self-efficacy,Have little to contribute,C,-1
Cooperation,Hold a grudge,A,-1
Imagination,Indulge in your fantasies,O,1
Cooperation,Insult people,A,-1
Adventurousness,Interested in many things,O,1
Gregariousness,Involve others in what you are doing,E,1
Anger,Keep your cool,N,-1
Dutifulness,Keep your promises,C,1
Vulnerability,Know how to cope,N,-1
Morality,Know how to get around the rules,A,-1
Self-efficacy,Know how to get things done,C,1
Modesty/Humility,Know the answers to many questions,A,-1
Cheerfulness,Laugh aloud,E,1
Cheerfulness,Laugh your way through life,E,1
Activity-Level,Let things proceed at their own pace,E,-1
Activity-Level,Like a leisurely lifestyle,E,-1
Adventurousness,Like to begin new things,O,1
Activity-Level,Like to take it easy,E,-1
Activity-Level,Like to take your time,E,-1
Dutifulness,Listen to your conscience,C,1
Cheerfulness,Look at the bright side of life,E,1
Altruism,Look down on others,A,-1
Anger,Lose your temper,N,1
Excitement-seeking,Love action,E,1
Excitement-seeking,Love excitement,E,1
Cheerfulness,Love life,E,1
Orderliness,Love order and regularity,C,1
Immoderation,Love to eat,N,1
Altruism,Love to help others,A,1
Modesty/Humility,Make yourself the center of attention,A,-1
Altruism,Make people feel uncomfortable,A,-1
Altruism,Make people feel welcome,A,1
Cautiousness,Make rash decisions,C,-1
Self-efficacy,Misjudge situations,C,-1
Dutifulness,Misrepresent the facts,C,-1
Self-discipline,Need a push to get started,C,-1
Immoderation,Never spend more than you can afford,N,-1
Immoderation,Never splurge,N,-1
Morality,Obstruct others' plans,A,-1
Immoderation,Often eat too much,N,1
Depression,Often feel blue,N,1
Vulnerability,Panic easily,N,1
Dutifulness,Pay your bills on time,C,1
Self-discipline,Postpone decisions,C,-1
Gregariousness,Prefer to be alone,E,-1
Adventurousness,Prefer to stick with things that you know,O,-1
Adventurousness,Prefer variety to routine,O,1
Morality,Pretend to be concerned for others,A,-1
Achievement-striving,Put little time and effort into your work,C,-1
Morality,Put people under pressure,A,-1
Cheerfulness,Radiate joy,E,1
Anger,Rarely complain,N,-1
Emotionality,Rarely notice your emotional reactions,O,-1
Immoderation,Rarely overindulge,N,-1
Activity-Level,React quickly,E,1
Activity-Level,React slowly,E,-1
Vulnerability,Readily overcome setbacks,N,-1
Vulnerability,Remain calm under pressure,N,-1
Cautiousness,Rush into things,C,-1
Excitement-seeking,Seek adventure,E,1
Excitement-seeking,Seek danger,E,1
Gregariousness,Seek quiet,E,-1
Assertiveness,Seek to influence others,E,1
Depression,Seldom feel blue,N,-1
Emotionality,Seldom get emotional,O,-1
Anger,Seldom get mad,N,-1
Cheerfulness,Seldom joke around,E,-1
Modesty/Humility,Seldom toot your own horn,A,1
Achievement-striving,Set high standards for yourself and others,C,1
Imagination,Spend time reflecting on things,O,1
Self-discipline,Start tasks right away,C,1
Cautiousness,Stick to your chosen path,C,1
Morality,Stick to the rules,A,1
Sympathy,Suffer from others' sorrows,A,1
Sympathy,Sympathize with the homeless,A,1
Morality,Take advantage of others,A,-1
Altruism,Take no time for others,A,-1
Dutifulness,Tell the truth,C,1
Modesty/Humility,Think highly of yourself,A,-1
Trust,Think that all will be well,A,1
Emotionality,Try to understand yourself,O,1
Altruism,Turn your back on others,A,-1
Achievement-striving,Turn plans into actions,C,1
Morality,Use flattery to get ahead,A,-1
Morality,Use others for your own ends,A,-1
Sympathy,Value cooperation over competition,A,1
Orderliness,Want everything to be just right,C,1
Gregariousness,Want to be left alone,E,-1
Excitement-seeking,Willing to try anything once,E,1
Excitement-seeking,Would never go hang gliding or bungee jumping,E,-1
Cooperation,Yell at people,A,-1
Agreeableness,Are easy to satisfy,A,1
Extraversion,Are hard to get to know,E,-1
Neuroticism,Are not easily frustrated,N,-1
Openness To Experience,Are not interested in abstract ideas,O,-1
Openness To Experience,Are not interested in theoretical discussions,O,-1
Neuroticism,Are often down in the dumps,N,1
Agreeableness,Are out for your own personal gain,A,-1
Neuroticism,Are very pleased with yourself,N,-1
Extraversion,Avoid contacts with others,E,-1
Openness To Experience,Avoid philosophical discussions,O,-1
Openness To Experience,Believe in the importance of art,O,1
Agreeableness,Believe that you are better than others,A,-1
Agreeableness,Believe that others have good intentions,A,1
Openness To Experience,Believe that too much tax money goes to support artists,O,-1
Openness To Experience,Can say things beautifully,O,1
Conscientiousness,Carry out your plans,C,1
Openness To Experience,Carry the conversation to a higher level,O,1
Extraversion,Cheer people up,E,1
Conscientiousness,Complete tasks successfully,C,1
Agreeableness,Contradict others,A,-1
Agreeableness,Cut others to pieces,A,-1
Neuroticism,Dislike yourself,N,1
Conscientiousness,Do just enough work to get by,C,-1
Openness To Experience,Do not enjoy going to art museums,O,-1
Openness To Experience,Do not like art,O,-1
Openness To Experience,Do not like poetry,O,-1
Conscientiousness,Don't put your mind on the task at hand,C,-1
Conscientiousness,Don't see things through,C,-1
Openness To Experience,Enjoy hearing new ideas,O,1
Openness To Experience,Enjoy thinking about things,O,1
Openness To Experience,Enjoy wild flights of fantasy,O,1
Neuroticism,Fear for the worst,N,1
Conscientiousness,Finish what you start,C,1
Conscientiousness,Follow through with your plans,C,1
Openness To Experience,Get excited by new ideas,O,1
Openness To Experience,Have a rich vocabulary,O,1
Agreeableness,Have a sharp tongue,A,-1
Openness To Experience,Have a vivid imagination,O,1
Openness To Experience,Have difficulty understanding abstract ideas,O,-1
Extraversion,Keep others at a distance,E,-1
Conscientiousness,Leave things unfinished,C,-1
Agreeableness,Make demands on others,A,-1
Conscientiousness,Mess things up,C,-1
Conscientiousness,Need a push to get started,C,-1
Neuroticism,Often feel blue,N,1
Openness To Experience,Rarely look for a deeper meaning in things,O,-1
Neuroticism,Remain calm under pressure,N,-1
Agreeableness,Respect others,A,1
Extraversion,Retreat from others,E,-1
Neuroticism,Seldom get mad,N,-1
Agreeableness,Suspect hidden motives in others,A,-1
Openness To Experience,Tend to vote for conservative political candidates,O,-1
Openness To Experience,Tend to vote for liberal political candidates,O,1
Agreeableness,Treat all people equally,A,1
Agreeableness,Trust what people say,A,1
Extraversion,Warm up quickly to others,E,1
Gregariousness,Had someone over for dinner,E,1
Gregariousness,Planned a party,E,1
Gregariousness,Went to a large party,E,1
Gregariousness,Went to a small party,E,1
Adventurousness,Are a bounty hunter,O,1
Altruism,Are a counselor or therapist,A,1
Altruism,Are a doctor or nurse,A,1
Adventurousness,Are a long-distance bicycle rider,O,1
Adventurousness,Are a military officer,O,1
Altruism,"Are a minister, priest, rabbi or other religious teacher",A,1
Altruism,Are a physical therapist,A,1
Adventurousness,Are a police officer,O,1
Adventurousness,Are a professional athlete,O,1
Adventurousness,Are a racing car driver,O,1
Altruism,Are a social worker,A,1
Altruism,Are an elementary-school teacher,A,1
Altruism,Care for sick people,A,1
Adventurousness,Compete in athletic events,O,1
Altruism,Counsel persons who need help,A,1
Adventurousness,Engage in exciting adventures,O,1
Adventurousness,Face physical danger,O,1
Altruism,Help others learn new ideas,A,1
Altruism,Help people make career decisions,A,1
Altruism,Instruct parents on child care,A,1
Altruism,Participate in charity events,A,1
Altruism,Provide comfort and support to others,A,1
Adventurousness,Survive in the wilderness,O,1
Depression,Could not get going,N,1
Depression,"Did not feel like eating, even though you should have been hungry.",N,1
Depression,Enjoyed life,N,-1
Depression,Felt depressed,N,1
Depression,Felt fearful,N,1
Depression,Felt happy,N,-1
Depression,Felt hopeful about the future,N,-1
Depression,Felt lonely,N,1
Depression,Felt sad,N,1
Depression,Felt that everything you did was an effort,N,1
Depression,"Felt that you could not shake off the blues, even with help from your family or friends.",N,1
Depression,Felt that people disliked me,N,1
Depression,Had a poor appetite,N,1
Depression,Had crying spells,N,1
Depression,Had restless sleep,N,1
Depression,Had thoughts about death,N,1
Depression,Had trouble keeping your mind on what you was doing,N,1
Depression,Talked less than usual,N,1
Depression,Thought about killing yourself,N,1
Depression,Thought your life had been a failure,N,1
Depression,Was bothered by things that usually don't bother me,N,1
Depression,Was down in the dumps,N,1
Trust,Acknowledge others' accomplishments,A,1
Morality,Act according to your conscience,A,1
Self-efficacy,Are afraid of many things,C,1
Trust,Are nice to store clerks,A,1
Imagination,Are not interested in abstract ideas,O,-1
Self-efficacy,Are often down in the dumps,C,1
Neuroticism,Are often in a bad mood,N,1
Self-efficacy,Become overwhelmed by events,C,1
Morality,Believe that the end justifies the means,A,-1
Self-efficacy,Can manage many things at the same time,C,-1
Self-efficacy,Can tackle anything,C,-1
Trust,Can't be bothered with other's needs,A,-1
Morality,Care about justice,A,1
Trust,Disregard the opinions of others,A,-1
Morality,Do the opposite of what is asked,A,-1
Friendliness,Enjoy bringing people together,E,1
Imagination,Experience your emotions intensely,O,1
Trust,Feel little concern for others,A,-1
Self-efficacy,Feel that you are unable to deal with things,C,1
Imagination,Get lost in your dreams,O,1
Imagination,Get so involved with things that you forget the time,O,1
Friendliness,Have difficulty expressing your feelings,E,-1
Trust,Like to be of service to others,A,1
Morality,Listen to your conscience,A,1
Morality,Misuse power,A,-1
Self-efficacy,Need reassurance,C,1
Achievement-striving,Never give up,C,1
Trust,Obstruct others' plans,A,-1
Trust,Pretend to be concerned for others,A,-1
Self-efficacy,Readily overcome setbacks,C,-1
Morality,Return extra change when a cashier makes a mistake,A,1
Morality,Stand behind your actions,A,1
Achievement-striving,Take control of things,C,1
Morality,Try to fool others,A,-1
Achievement-striving,Try to lead others,C,1
Trust,Try to maintain a pleasant atmosphere,A,1
Achievement-striving,Try to outdo others,C,1
Achievement-striving,Try to surpass others' accomplishments,C,1
Achievement-striving,Want to be in charge,C,1
Achievement-striving,Want to be the very best,C,1
Modesty/Humility,Are humble about the good things that have happened to me,A,1
Modesty/Humility,Are proud that you are an ordinary person,A,1
Modesty/Humility,Believe that others are drawn to you because you are humble,A,1
Modesty/Humility,Don't act is if you are a special person,A,1
Modesty/Humility,Don't brag about your accomplishments,A,1
Modesty/Humility,Don't call attention to yourself,A,1
Modesty/Humility,Feel that too much modesty gets a person in trouble,A,0
Modesty/Humility,Like to stand out in a crowd,A,-1
Modesty/Humility,Like to talk about yourself,A,-1
Modesty/Humility,Would never be described as arrogant,A,1